Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Moniteau           52    52    52    52    52    52    52
Monroe              0     0     0     0     0     0     0
Montgomery          7     7     7     7     7     7     7
Morgan              3     3     3     3     4     5     5
New Madrid          9     9     9     9     9    10    10
Newton             10    10    10    10    10    10    10
Nodaway             3     3     3     3     3     4     4
Oregon              1     1     1     1     1     2     2
Osage               5     5     5     5     5     5     5
Ozark               0     0     0     0     0     0     0
Pemiscot           19    21    25    28    32    32    32
Perry              41    41    43    43    43    43    43
Pettis             27    31    34    35    36    41    43
Phelps              2     2     2     2     2     2     2
Pike                9     9    10    11    11    11    11
Platte             31    31    32    32    32    34    34
Polk                1     1     1     1     1     1     1
Pulaski            33    33    34    34    36    36    36
Putnam              0     0     0     0     0     0     0
Ralls               1     1     1     1     1     1     1
Randolph            8     8     8     8     8     8     8
Ray                11    12    12    12    12    12    12
Reynolds            2     2     2     2     2     2     2
Ripley              5     5     5     5     5     5     5
Saline            168   170   188   188   192   195   199
Schuyler            0     0     0     0     0     0     0
Scotland            4     4     4     4     4     4     4
Scott              61    62    63    64    70    76    76
Shannon             0     0     0     0     0     0     0
Shelby              1     1     1     1     1     1     1
St. Charles       572   572   596   596   591   608   608
St. Clair           2     2     2     2     2     2     2
St. Francois       28    28    28    28    28    28    28
St. Louis        2898  2965  3060  3136  3253  3352  3433
St. Louis City   1067  1104  1126  1145  1150  1207  1304
Ste. Genevieve      7     7     7     7     8     8     8
Stoddard           19    19    19    19    20    20    20
Stone               3     3     3     3     3     3     3
Sullivan            0     0     0     0     0     0     0
Taney              10    11    11    11    11    12    12
Texas               0     0     0     0     0     0     0
Unassigned          1     1     1     1     0     0     0
Unassigned          0     0     0     0     0     0     0
Vernon              4     4     4     4     4     4     4
Warren             22    22    22    22    22    22    22
Washington          8     8     8     8     8     8     8
Wayne               0     0     0     0     0     0     0
Webster            13    13    15    15    15    15    15
Worth               1     1     1     1     1     1     1
Wright              9     9    10    10    10    10    10
totals           7305  7450  7660  7818  8067  8356  8618

Montana
date              4/28  4/29  4/30  5/01  5/02  5/03  5/04
Beaverhead           1     1     1     1     1     1     1
Big Horn             3     3     3     3     3     3     3
Blaine               0     0     0     0     0     0     0
Broadwater           4     4     4     4     4     4     4
Carbon               6     6     6     6     6     6     6
Carter               0     0     0     0     0     0     0
Cascade             14    15    15    15    15    15    15
Chouteau             0     0     0     0     0     0     0
Custer               0     0     0     0     0     0     0
Daniels              0     0     0     0     0     0     0
Dawson               0     0     0     0     0     0     0
Deer Lodge           3     3     3     3     3     3     3
Fallon               0     0     0     0     0     0     0
Fergus               0     0     0     1     1     1     1
Flathead            37    37    37    37    37    37    37
Gallatin           146   146   146   146   146   146   146
Garfield             0     0     0     0     0     0     0
Glacier              6     6     6     6     6     6     6
Golden Valley        3     3     3     3     3     3     3
Granite              0     0     0     0     0     0     0
Hill                 1     1     1     1     1     1     1
Jefferson            2     2     2     2     2     2     2
Judith Basin         0     0     0     0     0     0     0
Lake                 5     5     5     5     5     5     5
Lewis and Clark     16    16    16    16    16    16    16
Liberty              1     1     1     1     1     1     1
Lincoln              7     7     7     7     7     7     7
Madison              8     8     8     8     8     8     8
McCone               0     0     0     0     0     0     0
Meagher              1     1     1     1     1     1     1
Mineral              0     0     0     0     0     0     0
Missoula            39    39    39    39    39    39    39
Musselshell          1     1     1     1     1     1     1
Park                 7     7     7     8     8     8     8
Petroleum            0     0     0     0     0     0     0
Phillips             0     0     0     0     0     0     0
Pondera              2     2     2     2     2     2     2
Powder River         0     0     0     0     0     0     0
Powell               0     0     0     0     0     0     0
Prairie              0     0     0     0     0     0     0
Ravalli              5     5     5     5     5     5     5
Richland             3     3     3     3     3     3     3
Roosevelt            7     7     7     7     7     7     7
Rosebud              0     0     0     0     0     0     0
Sanders              0     0     0     0     0     0     0
Sheridan             0     0     0     0     0     0     0
Silver Bow          11    11    11    11    11    11    11
Stillwater           1     1     1     1     1     1     1
Sweet Grass          0     0     0     0     0     0     0
Teton                0     0     0     0     0     0     0
Toole               29    29    29    29    29    29    29
Treasure             0     0     0     0     0     0     0
Unassigned           0     0     0     0     0     0     0
Unassigned           0     0     0     0     0     0     0
Valley               0     0     0     0     0     0     0
Wheatland            1     1     1     1     1     1     1
Wibaux               0     0     0     0     0     0     0
Yellowstone         79    80    80    80    80    82    82
totals             449   451   451   453   453   455   455

Nebraska
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams           141   143   147   164   187   202   203
Antelope          2     2     2     2     3     3     3
Arthur            0     0     0     0     0     0     0
Banner            0     0     0     0     0     0     0
Blaine            0     0     0     0     0     0     0
Boone             0     0     0     0     0     0     0
Box Butte         1     1     1     1     1     1     1
Boyd              0     0     0     0     0     0     0
Brown             0     0     0     0     0     0     0
Buffalo          91    90    97   101   111   113   114
Burt              2     2     2     3     3     4     5
Butler            1     2     2     4     5     6     6
Cass              4     4     5     5     5     6     6
Cedar             2     2     2     4     4     4     4
Chase             0     0     0     0     0     0     0
Cherry            1     1     1     1     1     1     1
Cheyenne          6     6     6     6     6     7     7
Clay              5     5     9     9    10    11    12
Colfax           22    23    44    69   116   153   161
Cuming            4     4     5     6     6     7     7
Custer           22    22    22    23    24    25    26
Dakota          459   608   608   656   942   942   980
Dawes             0     0     0     2     0     0     0
Dawson          409   410   424   456   503   518   543
Deuel             0     0     0     0     0     0     0
Dixon             3     3     5     7     7    12    13
Dodge            50    50    53    55    60    73   111
Douglas         476   484   580   656   744   825   878
Dundy             0     0     0     0     0     0     0
Fillmore          1     1     1     1     1     2     2
Franklin          3     3     3     5     5     5     5
Frontier          0     0     0     1     1     1     1
Furnas            2     2     3     3     3     4     4
Gage             33    33    35    36    38    38    38
Garden            0     0     0     0     0     0     0
Garfield          0     0     0     0     0     0     0
Gosper            8     8     9     9    10    11    11
Grant             0     0     0     0     0     0     0
Greeley           2     2     2     2     2     2     2
Hall            908   908   943  1025  1111  1160  1256
Hamilton         41    41    41    42    44    44    45
Harlan            0     0     0     0     0     0     0
Hayes             0     0     0     0     0     0     0
Hitchcock         0     0     0     1     1     1     1
Holt              0     0     0     0     0     0     1
Hooker            0     0     0     0     0     1     0
Howard           10    10    12    12    15    16    17
Jefferson         2     3     3     4     4     4     4
Johnson           4     4     4     4     4     4     4
Kearney           4     4     4     4     4     4     4
Keith             0     0     0     0     0     1     1
Keya Paha         0     0     0     0     0     0     0
Kimball           9     9     9     9     9     9     9
Knox              2     2     2     2     2     2     2
Lancaster       157   158   204   240   280   298   330
Lincoln          20    20    23    25    30    33    33
Logan             0     0     0     0     0     0     0
Loup              0     0     0     0     0     0     0
Madison          91    95   109   115   132   148   149
McPherson         0     0     0     0     0     0     0
Merrick          11    11    12    12    13    16    19
Morrill           1     1     1     1     1     1     1
Nance             1     1     1     2     2     3     3
Nemaha            1     1     1     1     1     1     1
Nuckolls          0     0     0     0     0     0     0
Otoe              1     1     1     1     2     2     2
Pawnee            0     0     0     0     0     0     0
Perkins           0     0     0     0     0     0     0
Phelps            2     2     2     5     6     6     6
Pierce            1     1     1     1     1     1     1
Platte           38    39    66    83   110   138   157
Polk              5     5     7     7     9    10     9
Red Willow        2     2     2     3     3     3     3
Richardson        0     0     0     0     0     0     0
Rock              0     0     0     0     0     0     0
Saline           87    87   107   129   194   196   212
Sarpy            91    91   113   122   133   137   142
Saunders          9     9     9     9     9     9     9
Scotts Bluff     27    27    29    29    29    31    34
Seward            7     7     7     8     8     8     8
Sheridan          0     0     0     0     0     0     0
Sherman           1     1     1     1     2     2     2
Sioux             0     0     0     0     0     0     0
Stanton           2     2     4     5     5     5     5
Thayer            0     0     0     0     0     0     0
Thomas            0     0     0     0     0     0     0
Thurston          1     3     4     4     5     6     6
Unassigned       34    23    23    48     0     0     0
Unassigned        0     0     0     0     0     0     0
Valley            1     1     1     1     1     1     1
Washington       22    22    22    22    22    22    22
Wayne             1     1     1     1     1     1     1
Webster           3     3     3     4     5     5     5
Wheeler           0     0     0     0     0     0     0
York             11    11    11    12    12    12    12
totals         3358  3517  3851  4281  5008  5317  5661

Nevada
date          4/28  4/29  4/30  5/01  5/02  5/03  5/04
Carson City     39    44    44    45    47    48    48
Churchill        3     3     3     3     3     3     3
Clark         3717  3793  3891  3979  4118  4225  4274
Douglas         19    19    19    19    20    21    21
Elko            15    15    15    15    15    15    15
Elko County      0     0     0     0     0     0     0
Esmeralda        0     0     0     0     0     0     0
Eureka           0     0     0     0     0     0     0
Humboldt        36    37    38    41    44    44    49
Lander           1     7     7     7     7     7     7
Lincoln          0     0     0     0     0     0     0
Lyon            26    27    27    28    29    33    34
Mineral          2     4     4     4     4     4     4
Nye             35    35    35    36    37    37    37
Pershing         0     0     0     0     0     0     0
Storey           0     0     0     0     0     0     0
Unassigned       0     0     0     0     0     0     0
Unassigned       0     0     0     0     0     0     0
Washoe         804   834   848   873   921   949   977
White Pine       3     3     3     3     3     3     3
totals        4700  4821  4934  5053  5248  5389  5472

New Hampshire
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Belknap          35    34    34    34    37    38    39
Carroll          31    31    31    31    32    32    32
Cheshire         38    40    40    40    40    40    40
Coos              2     2     2     2     2     2     2
Grafton          48    48    48    50    51    51    53
Hillsborough    859   896   931   964  1012  1058  1109
Manchester        0     0     0     0     0     0     0
Merrimack       128   144   145   177   185   185   195
Nashua            0     0     0     0     0     0     0
Rockingham      643   664   670   692   779   828   862
Strafford       132   133   139   141   145   149   155
Sullivan         11    11    11    12    12    12    12
Unassigned       11     7     7     3    15    34    19
Unassigned        0     0     0     0     0     0     0
totals         1938  2010  2058  2146  2310  2429  2518

New Jersey
date          4/28   4/29   4/30   5/01   5/02   5/03   5/04
Atlantic       749    868    908    964   1012   1050   1075
Bergen       15104  15251  15446  15610  15830  15974  16185
Burlington    2407   2543   2606   2690   2769   2879   3043
Camden        3124   3285   3385   3519   3646   3773   3973
Cape May       281    299    305    323    334    337    344
Cumberland     595    659    687    723    746    809    881
Essex        13047  13190  13445  13682  13994  14248  14521
Gloucester    1111   1179   1208   1251   1282   1334   1384
Hudson       13925  14309  14596  14916  15148  15401  15769
Hunterdon      564    573    583    603    608    622    661
Mercer        3433   3605   3725   3937   4077   4271   4504
Middlesex    10767  11102  11436  11715  11947  12213  12597
Monmouth      5759   5826   5907   6033   6132   6198   6290
Morris        5030   5128   5213   5287   5354   5406   5517
Ocean         6024   6151   6253   6375   6505   6692   6871
Passaic      11349  11755  12185  12449  12814  13082  13364
Salem          212    219    227    231    237    261    270
Somerset      3204   3278   3372   3464   3537   3605   3703
Sussex         864    882    900    921    936    949    969
Unassigned     818    718    718    478    583    676    641
Unassigned       0      0      0      0      0      0      0
Union        12011  12188  12380  12578  12779  12996  13225
Warren         810    848    880    903    920    941    957
totals      111188 113856 116365 118652 121190 123717 126744

New Mexico
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Bernalillo    694   738   765   811   830   883   920
Catron          1     1     1     1     1     1     1
Chaves         22    22    22    22    23    23    23
Cibola         41    46    47    52    63    63    68
Colfax          5     5     5     5     5     5     5
Curry          13    13    13    17    17    18    18
De Baca         0     0     0     0     0     0     0
Dona Ana      126   129   130   144   147   153   159
Dona Ana        0     0     0     0     0     0     0
Doña Ana       0     0     0     0     0     0     0
Eddy           13    12    12    12    12    13    13
Grant          14    14    14    14    14    15    16
Guadalupe      13    13    14    14    14    14    15
Harding         1     1     1     1     1     1     1
Hidalgo         0     0     0     0     0     0     0
Lea            10    10    10    10    10    12    12
Lincoln         2     2     2     2     2     2     2
Los Alamos      6     6     6     6     6     6     6
Luna            3     3     4     5     5     6     7
McKinley      778   820   953  1027  1064  1116  1144
Mora            0     0     0     0     0     0     0
Otero           4     4     5     5     5     6     6
Quay            4     4     4     4     4     4     4
Rio Arriba     14    14    14    14    18    22    24
Roosevelt       7     8     8     9     9     9    10
San Juan      463   508   576   621   637   710   736
San Miguel      2     2     2     2     2     2     2
Sandoval      378   383   385   389   396   410   416
Santa Fe       95    98    98   100   100   107   107
Sierra          0     0     1     1     1     1     1
Socorro        40    41    42    42    43    43    45
Taos           17    17    17    18    19    19    20
Torrance       14    15    15    15    15    16    16
Unassigned      0     0     0     0     0     0     0
Union           3     3     3     3     3     3     3
Valencia       42    42    44    45    47    49    50
totals       2825  2974  3213  3411  3513  3732  3850

New York
date             4/28   4/29   4/30   5/01   5/02   5/03   5/04
Albany            979   1009   1067   1165   1204   1238   1258
Allegany           35     35     35     35     35     35     35
Bronx               0      0      0      0      0      0      0
Broome            261    266    273    284    299    305    327
Cattaraugus        45     45     47     47     49     50     53
Cayuga             48     48     48     48     51     51     51
Chautauqua         30     30     31     33     35     35     36
Chemung           108    113    119    122    123    124    125
Chenango           95     95     96     98     99     99     99
Clinton            59     59     59     59     61     62     66
Columbia          146    154    165    170    202    205    209
Cortland           28     28     28     28     28     28     28
Delaware           58     59     60     61     61     61     61
Dutchess         2793   2817   2881   2954   3002   3049   3086
Erie             3021   3089   3196   3319   3481   3598   3710
Essex              24     26     27     28     28     28     29
Franklin           14     14     15     15     15     15     15
Fulton             62     66     67     71     75     79     82
Genesee           148    149    152    153    154    155    155
Greene            111    112    114    131    139    142    151
Hamilton            3      3      3      3      3      3      3
Herkimer           58     58     58     58     60     61     62
Jefferson          60     60     60     61     61     62     62
Kings               0      0      0      0      0      0      0
Lewis               9      9      9      9      9      9      9
Livingston         62     65     67     69     73     76     83
Madison           124    126    126    131    139    149    151
Monroe           1331   1371   1404   1441   1478   1534   1566
Montgomery         47     49     51     53     54     54     56
Nassau          34865  35085  35505  35854  36161  36519  36780
New York City  160489 162338 164841 167478 169690 172354 174331
Niagara           378    386    401    420    440    457    474
Oneida            397    411    422    439    451    474    489
Onondaga          726    742    782    832    860    903    952
Ontario            86     90     90     90     91     92     95
Orange           8238   8374   8488   8650   8751   8910   8967
Orleans            80     80     85     89     92     93     97
Oswego             61     63     63     63     64     66     66
Otsego             62     65     66     67     67     67     67
Putnam            925    932    946    970    990   1003   1013
Queens              0      0      0      0      0      0      0
Rensselaer        246    250    262    287    298    311    322
Richmond            0      0      0      0      0      0      0
Rockland        11366  11453  11586  11708  11812  11945  12025
Saratoga          336    343    346    354    358    361    363
Schenectady       457    469    479    501    514    521    527
Schoharie          35     38     39     42     43     43     45
Schuyler            7      7      7      7      7      7      7
Seneca             38     38     38     39     41     42     45
St. Lawrence      169    170    170    173    176    176    177
Steuben           209    210    214    216    216    217    218
Suffolk         32470  32724  33265  33664  34037  34478  34855
Sullivan          748    769    811    838    880    931    951
Tioga              71     82     84     88     90     90     90
Tompkins          126    126    127    128    128    128    129
Ulster           1219   1230   1252   1279   1298   1327   1341
Unassigned          0      0      0      0      0      0      0
Unassigned          0      0      0      0      0      0      0
Warren            147    150    152    176    182    185    188
Washington        130    131    134    148    170    184    186
Wayne              69     70     70     71     71     73     75
Westchester     28007  28245  28626  28970  29232  29626  29884
Wyoming            63     63     65     67     68     69     69
Yates              17     17     17     18     18     18     19
totals         291996 295106 299691 304372 308314 312977 316415

North Carolina
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Alamance         91    94    96   109   109   121   124
Alexander         4     4     4     4     4     4     4
Alleghany         2     2     2     3     4     6     6
Anson            22    23    24    25    27    29    30
Ashe              4     4     5     5     5     5     5
Avery             0     0     0     0     0     0     0
Beaufort         20    20    22    22    22    22    22
Bertie           38    38    38    44    44    47    47
Bladen           10    13    20    21    25    27    27
Brunswick        40    43    43    43    43    44    44
Buncombe         54    55    60    68    69    72    73
Burke            88    89    97   102   106   110   110
Cabarrus        264   275   275   303   308   310   313
Caldwell         31    33    33    34    34    34    36
Camden            1     1     1     1     1     2     2
Carteret         28    28    28    28    29    29    29
Caswell          18    18    19    22    24    30    32
Catawba          53    53    56    56    56    56    56
Chatham         262   274   287   316   343   375   378
Cherokee         16    16    16    16    16    16    19
Chowan            7     7     7     7     7     7     7
Clay              6     6     6     6     6     6     6
Cleveland        47    47    47    47    47    47    47
Columbus         94   103   103   153   153   164   166
Craven           39    39    39    40    42    42    42
Cumberland      200   224   224   238   286   289   289
Currituck         2     2     5     5     5     5     5
Dare             15    15    15    15    15    15    15
Davidson        156   166   166   166   166   180   180
Davie            29    29    29    30    31    31    31
Duplin           72    74    78    92   103   113   115
Durham          555   712   724   733   741   755   767
Edgecombe        78    78    81    94    96    98   105
Forsyth         156   183   210   242   245   266   267
Franklin        100   102   102   104   104   104   105
Gaston          139   139   140   140   150   150   150
Gates             7     7     7     7     7     9     9
Graham            0     1     1     2     2     2     2
Granville       240   133   136   136   139   157   159
Greene           15    15    15    16    17    19    19
Guilford        314   345   358   381   415   437   439
Halifax          56    52    58    58    58    62    62
Harnett         137   145   151   156   164   173   174
Haywood           6     6     7    10    10    12    12
Henderson       159   159   162   192   195   201   201
Hertford         28    32    34    37    39    40    42
Hoke             61    67    72    80    82    97    97
Hyde              1     1     1     1     1     1     1
Iredell         104   104   108   112   112   119   119
Jackson           9    10    15    15    15    16    16
Johnston        139   145   149   158   159   164   174
Jones            12    12    12    14    15    17    18
Lee             125   127   142   169   169   197   198
Lenoir           45    56    60    67    68    82    82
Lincoln          25    25    27    27    27    28    28
Macon             2     2     2     3     3     3     3
Madison           1     1     1     1     1     1     1
Martin           15    16    16    16    16    18    20
McDowell         24    24    25    25    25    25    27
Mecklenburg    1492  1519  1567  1627  1651  1699  1724
Mitchell          5     5     5     5     5     5     5
Montgomery       32    32    37    38    38    38    38
Moore           116   116   125   125   125   125   125
Nash             85    84    88    92    97    99    99
New Hanover      79    79    79    79    79    79    79
Northampton      82    82    82    86    87    89    89
Onslow           43    43    43    45    46    51    51
Orange          208   209   217   217   219   223   226
Pamlico           7     7     7     7     7     8     8
Pasquotank       34    35    36    36    36    36    37
Pender           12    11    11    13    13    16    16
Perquimans       11    12    13    13    14    14    14
Person           19    19    20    20    21    22    23
Pitt            111   116   120   123   124   128   129
Polk             17    17    19    20    23    23    25
Randolph        154   154   168   205   209   228   238
Richmond         36    42    42    47    48    55    57
Robeson         104   106   162   162   175   201   201
Rockingham       24    24    25    26    26    26    26
Rowan           352   353   366   381   382   388   388
Rutherford      121   121   125   139   140   142   145
Sampson          39    44    51    63    65    83    88
Scotland         23    24    24    24    26    29    29
Stanly           29    29    29    29    29    29    29
Stokes           11    11    11    11    11    11    11
Surry            12    12    13    13    13    17    17
Swain             0     0     3     3     3     4     4
Transylvania      7     7     7     7     7     8     8
Tyrrell           4     4     4     4     4     4     4
Unassigned        1     0     0     0     0     0     0
Unassigned        0     0     0     0     0     0     0
Union           205   211   228   243   254   257   263
Vance            80    80    84    88   103   113   113
Wake            752   782   814   833   855   870   887
Warren            4     6     9    10    15    15    16
Washington       24    24    24    24    24    24    24
Watauga           8     8     8     9     9     9     9
Wayne           635   641   651   655   658   674   677
Wilkes           21    22    26    33    42    59    92
Wilson          151   155   159   165   165   173   175
Yadkin           12    15    17    17    17    23    23
Yancey            0     0     0     0     0     0     1
totals         9428  9755 10180 10754 11070 11588 11770

North Dakota
date            4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams              0     0     0     0     0     0     0
Barnes             4     4     4     4     4     4     4
Benson             0     0     0     0     0     0     0
Billings           0     0     0     0     0     0     0
Bottineau          0     0     0     0     0     0     0
Bowman             1     1     1     1     1     1     1
Burke              3     3     3     3     3     3     3
Burleigh          74    74    76    77    79    80    80
Cass             431   472   492   513   542   572   605
Cavalier           0     0     0     0     0     0     0
Dickey             0     0     0     0     0     0     0
Divide             1     1     1     1     1     1     1
Dunn              10    10    10    10    10    11    11
Eddy               1     1     1     1     1     1     1
Emmons             1     1     1     1     1     1     1
Foster             1     1     1     1     1     1     1
Golden Valley      0     0     0     0     0     0     0
Grand Forks      231   234   251   258   262   265   267
Grant              1     1     1     1     1     1     1
Griggs             0     0     0     0     0     0     0
Hettinger          0     0     0     0     0     0     0
Kidder             0     0     0     0     0     0     0
LaMoure            0     0     0     0     0     0     0
Logan              0     0     0     0     0     0     0
McHenry            1     1     1     1     1     1     1
McIntosh           1     1     1     1     1     1     1
McKenzie          12    12    13    13    13    13    13
McLean             3     3     3     3     3     5     5
Mercer             0     0     0     0     0     0     0
Morton            24    24    24    24    24    24    24
Mountrail         34    35    35    35    35    35    35
Nelson             1     1     1     1     1     1     1
Oliver             1     1     1     1     1     1     1
Pembina            1     1     1     3     3     3     3
Pierce             2     2     2     2     2     2     2
Ramsey             4     4     3     3     3     3     3
Ransom             1     1     1     1     1     1     1
Renville           0     0     0     0     1     1     1
Richland           7     7     7     7     7     7     7
Rolette            1     1     1     1     1     1     1
Sargent            1     1     1     1     1     1     1
Sheridan           0     0     0     0     0     0     0
Sioux              1     1     1     1     1     1     1
Slope              3     3     3     3     3     3     3
Stark             41    44    46    49    52    54    55
Steele             0     0     0     0     0     0     0
Stutsman           4     5     6     6     7    10    11
Towner             0     0     0     0     0     0     0
Traill             0     0     0     0     0     0     0
Unassigned         0     0     0     0     0     0     0
Unassigned         0     0     0     0     0     0     0
Walsh              7     7     7     7     7     7     7
Ward              21    21    21    21    21    25    25
Wells              2     2     2     2     2     2     2
Williams          10    10    10    10    10    10    11
totals           942   991  1033  1067  1107  1153  1191

Ohio
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams           4     4     5     4     5     5     5
Allen         103   103   116   121   121   123   124
Ashland         6     6     6     7     7     8     9
Ashtabula     110   113   116   126   136   142   146
Athens          3     3     3     3     4     4     4
Auglaize       31    32    32    32    33    34    35
Belmont       114   118   128   144   153   156   163
Brown          11    11    11    11    11    11    11
Butler        234   254   261   281   296   318   328
Carroll        19    19    19    21    21    21    21
Champaign      12    14    14    14    14    14    15
Clark          43    48    51    57    57    63    67
Clermont       76    78    81    88    93    99   101
Clinton        28    28    29    29    31    31    31
Columbiana    228   235   247   253   267   274   278
Coshocton      16    17    17    17    17    17    17
Crawford       41    41    45    45    48    50    52
Cuyahoga     1938  1984  2030  2126  2217  2305  2338
Darke          75    75    76    76    76    76    77
Defiance       19    20    20    20    20    20    20
Delaware      148   151   153   160   163   168   175
Erie           49    52    54    56    56    58    58
Fairfield     116   121   129   137   138   140   150
Fayette        14    15    15    15    16    17    20
Franklin     2005  2090  2216  2441  2589  2698  2905
Fulton         19    20    21    22    24    24    24
Gallia          6     6     6     6     6     6     6
Geauga        146   148   153   154   155   159   163
Greene         45    45    46    46    46    48    48
Guernsey       15    15    15    15    15    16    19
Hamilton     1048  1091  1150  1218  1297  1353  1380
Hancock        35    37    37    37    37    38    38
Hardin         22    24    24    25    25    26    26
Harrison        4     4     4     4     4     5     6
Henry           4     5     5     5     5     5     5
Highland       10    10    11    11    10    10    10
Hocking        16    16    16    18    18    19    19
Holmes          5     5     5     6     6     6     6
Huron          29    30    30    29    29    31    31
Jackson         4     4     4     4     4     4     5
Jefferson      39    42    43    43    43    43    45
Knox           15    15    16    16    16    18    18
Lake          158   160   165   168   170   170   172
Lawrence       24    24    24    24    24    25    25
Licking       110   114   115   118   121   122   125
Logan          18    18    18    18    18    19    19
Lorain        395   406   418   452   471   480   490
Lucas        1130  1166  1208  1251  1297  1331  1376
Madison        52    56    60    63    64    64    67
Mahoning      764   784   804   828   853   883   937
Marion       2188  2191  2196  2196  2276  2294  2329
Medina        159   162   165   167   171   172   172
Meigs           2     2     2     2     2     2     3
Mercer         18    18    18    21    26    28    29
Miami         136   136   138   139   142   143   143
Monroe          2     2     3     3     3     4     3
Montgomery    262   266   279   285   293   311   316
Morgan          4     4     4     4     4     4     4
Morrow         34    36    41    42    45    75    75
Muskingum      11    10    10    12    15    17    17
Noble           5     5     5     5     5     5     5
Ottawa         37    38    37    38    40    40    40
Paulding        8     8     8     8     8     8     8
Perry          12    13    12    12    12    13    13
Pickaway     1698  1706  1722  1732  1731  1724  1729
Pike            3     3     3     3     3     3     3
Portage       221   226   230   236   237   243   247
Preble         25    25    27    27    27    27    27
Putnam         54    63    64    67    68    69    69
Richland       76    80    80    81    85    89    90
Ross           36    36    37    39    39    40    41
Sandusky       19    19    23    27    28    32    34
Scioto          6     6     8    10    11    11    12
Seneca         14    14    14    14    14    14    14
Shelby         30    30    30    30    30    30    30
Stark         312   324   333   347   363   379   398
Summit        500   542   584   608   639   679   701
Trumbull      295   299   305   308   318   324   331
Tuscarawas     57    59    60    74    94   109   118
Unassigned      0     0     0     0     0     0     0
Union          18    18    19    22    22    22    24
Van Wert        3     3     3     3     3     3     3
Vinton          0     3     5     6     6     6     6
Warren        124   131   134   146   160   166   168
Washington     94    95    95    98    99   100   102
Wayne         114   119   125   128   143   149   153
Williams       29    31    33    34    36    36    36
Wood          139   145   154   164   174   183   187
Wyandot        24    24    25    24    24    24    24
totals      16325 16769 17303 18027 18743 19335 19914

Oklahoma
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adair            55    64    64    64    65    65    65
Alfalfa           1     1     1     1     1     1     1
Atoka             1     1     1     1     1     1     1
Beaver            3     5     5     8     9    13    14
Beckham           5     5     5     5     5     5     5
Blaine            0     0     0     0     0     0     0
Bryan             6     8     8     8     8     9     9
Caddo            58    61    61    62    64    64    69
Canadian         91    96    97    98    98    98   100
Carter            2     2     2     3     3     3     4
Cherokee         26    26    27    27    27    27    27
Choctaw           3     3     3     3     3     3     3
Cimarron          1     1     1     1     1     1     1
Cleveland       404   410   417   419   426   430   432
Coal              0     0     0     0     0     0     0
Comanche         79    79    79    80    81    84    98
Cotton            5     5     5     5     5     5     5
Craig             9    10    10    10    11    11    11
Creek            76    76    77    77    80    80    80
Custer           10    10    10    10    10    10    11
Delaware         90    90    90    90    91    91    91
Dewey             2     2     2     2     2     2     2
Ellis             0     0     0     0     0     0     0
Garfield         11    15    15    17    17    18    19
Garvin           13    13    13    13    14    14    14
Grady            34    35    35    36    36    38    39
Grant             2     2     2     2     2     2     2
Greer            64    64    64    65    65    65    65
Harmon            0     0     0     0     0     0     0
Harper            1     1     1     1     1     1     1
Haskell           5     5     4     4     4     5     5
Hughes            0     0     0     0     0     0     0
Jackson          15    15    15    15    16    16    17
Jefferson         2     2     2     2     2     2     2
Johnston          3     3     3     3     3     3     3
Kay              47    47    47    47    47    47    47
Kingfisher        8     8     8     8     8     8     8
Kiowa             4     4     4     5     5     5     5
Latimer           5     5     5     5     5     5     5
Le Flore         10    10    10    11    11    13    13
Lincoln          11    11    12    13    12    14    14
Logan            13    13    14    15    16    16    16
Love              2     2     2     2     2     2     2
Major             2     3     3     3     3     3     3
Marshall          2     2     2     2     2     2     2
Mayes            21    21    21    22    24    24    24
McClain          30    35    35    53    74    74    77
McCurtain         8     8     8     8     8     8     8
McIntosh          2     2     2     2     2     2     2
Murray            1     1     1     1     1     2     2
Muskogee         26    26    26    27    27    27    27
Noble             6     6     6     6     6     6     6
Nowata           20    20    21    21    21    21    21
Okfuskee          1     1     1     1     1     1     1
Oklahoma        703   729   743   773   816   822   838
Okmulgee         16    16    16    16    16    16    16
Osage            72    72    73    75    76    76    76
Ottawa           29    32    31    31    34    34    34
Out of OK         0     0     0     0     0     0     0
Out of OK         0     0     0     0     0     0     0
Pawnee           29    29    29    29    29    29    29
Payne            44    44    44    44    44    44    44
Pittsburg        25    27    28    29    32    35    39
Pontotoc         10    10    10    10    10    10    10
Pottawatomie     42    43    43    45    48    51    52
Pushmataha        1     1     1     1     1     1     1
Roger Mills       0     0     0     0     0     0     0
Rogers           47    50    52    59    60    65    66
Seminole          8    10    10    10    11    12    12
Sequoyah         12    12    12    12    12    12    12
Stephens         20    22    22    22    22    22    22
Texas            85   107   119   131   138   172   201
Tillman           1     1     1     1     2     2    14
Tulsa           490   506   522   567   584   607   628
Unassigned        0     0     0     0     0     0     0
Unassigned        0     0     0     0     0     0     0
