Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Martin           0     0     0     0     0     0     0
Miami            0     0     0     0     0     1     1
Monroe           7     7     8     8     8     8     8
Montgomery       0     0     0     0     0     0     0
Morgan           4     4     4     4     5     5     6
Newton           5     5     5     5     6     8     8
Noble            7     9    11    12    12    14    14
Ohio             0     0     0     0     0     0     0
Orange           8     8     9     9     9    10    10
Owen             1     1     1     1     1     1     1
Parke            0     0     0     0     0     0     0
Perry            0     0     0     0     0     0     0
Pike             0     0     0     0     0     0     0
Porter           5     5     6     7     7     7     7
Posey            0     0     0     0     0     0     0
Pulaski          0     0     0     0     0     0     0
Putnam           4     4     4     4     4     4     4
Randolph         2     2     2     2     2     2     2
Ripley           5     5     5     5     5     6     6
Rush             1     1     1     1     1     1     1
Scott            2     2     2     2     2     2     2
Shelby           8    10    12    12    12    12    12
Spencer          0     0     0     0     0     1     1
St. Joseph      15    16    17    17    19    20    20
Starke           1     1     1     1     1     2     2
Steuben          1     1     1     1     1     1     1
Sullivan         0     0     0     0     0     0     0
Switzerland      0     0     0     0     0     0     0
Tippecanoe       2     2     2     2     2     2     2
Tipton           1     1     1     1     1     1     1
Unassigned       0     0     0     0     0     0     0
Unassigned       0     0     0   107   113     0     0
Union            0     0     0     0     0     0     0
Vanderburgh      2     1     1     1     1     1     1
Vermillion       0     0     0     0     0     0     0
Vigo             5     5     6     6     6     6     6
Wabash           1     1     1     1     1     1     2
Warren           1     1     1     1     1     1     1
Warrick         13    14    14    14    15    16    16
Washington       0     0     0     0     0     0     0
Wayne            3     3     3     3     3     3     3
Wells            0     0     0     0     0     0     0
White            0     0     0     0     0     0     0
Whitley          1     1     1     1     1     1     1
totals         844   901   964  1114  1175  1115  1132

Iowa
date            4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adair              0     0     0     0     0     0     0
Adams              0     0     0     0     0     0     0
Allamakee          3     3     3     3     3     3     3
Appanoose          2     2     2     2     2     2     2
Audubon            0     0     0     0     0     0     0
Benton             1     1     1     1     1     1     1
Black Hawk        11    12    13    13    13    13    15
Boone              0     0     0     0     0     0     0
Bremer             3     3     3     3     4     4     5
Buchanan           0     0     0     0     0     0     0
Buena Vista        0     0     0     0     0     0     0
Butler             0     0     0     0     0     0     0
Calhoun            0     0     0     0     0     0     0
Carroll            0     0     0     0     0     0     0
Cass               0     0     0     0     0     0     0
Cedar              0     0     0     0     0     0     0
Cerro Gordo        0     0     0     0     0     0     0
Cherokee           0     0     0     0     0     0     0
Chickasaw          0     0     0     0     0     0     0
Clarke             0     0     0     0     0     0     0
Clay               0     0     0     0     0     0     0
Clayton            1     1     1     1     1     1     1
Clinton            1     1     1     1     1     1     1
Crawford           1     1     1     1     1     1     1
Dallas             0     0     0     0     0     0     0
Davis              0     0     0     0     0     0     0
Decatur            0     0     0     0     0     0     0
Delaware           0     0     0     0     0     0     1
Des Moines         1     1     1     1     1     1     1
Dickinson          0     0     0     0     0     0     0
Dubuque            2     2     3     4     4     4     5
Emmet              0     0     0     0     0     0     0
Fayette            0     0     0     0     0     0     0
Floyd              0     0     0     0     0     0     0
Franklin           0     0     0     0     0     0     0
Fremont            0     0     0     0     0     0     0
Greene             0     0     0     0     0     0     0
Grundy             0     0     0     0     0     0     0
Guthrie            0     0     0     0     0     0     0
Hamilton           0     0     0     0     0     0     0
Hancock            0     0     0     0     0     0     0
Hardin             0     0     0     0     0     0     0
Harrison           0     0     0     0     0     0     0
Henry              1     1     1     1     1     1     1
Howard             0     0     0     0     0     0     0
Humboldt           0     0     0     0     0     0     0
Ida                0     0     0     0     0     0     0
Iowa               0     0     0     0     0     0     0
Jackson            0     0     0     0     0     0     0
Jasper             0     0     1     1     1     1     1
Jefferson          0     0     0     0     0     0     0
Johnson            6     6     6     6     6     6     6
Jones              0     0     0     0     0     0     0
Keokuk             0     0     0     0     0     0     0
Kossuth            0     0     0     0     0     0     0
Lee                0     0     0     0     0     0     0
Linn              34    36    40    43    45    47    47
Louisa             2     2     2     2     2     2     2
Lucas              0     0     0     0     0     0     0
Lyon               0     0     0     0     0     0     0
Madison            1     1     1     1     1     1     1
Mahaska            1     1     1     1     1     1     1
Marion             0     0     0     0     0     0     0
Marshall           0     0     1     2     2     2     2
Mills              0     0     0     0     0     0     0
Mitchell           0     0     0     0     0     0     0
Monona             0     0     0     0     0     0     0
Monroe             0     0     0     0     0     0     0
Montgomery         0     0     0     0     0     0     0
Muscatine          7     8     9    14    16    16    16
O'Brien            0     0     0     0     0     0     0
Osceola            0     0     0     0     0     0     0
Page               0     0     0     0     0     0     0
Palo Alto          0     0     0     0     0     0     0
Plymouth           0     0     0     0     0     0     0
Pocahontas         0     0     0     0     0     0     0
Polk              27    31    32    35    37    38    40
Pottawattamie      1     1     2     2     2     2     2
Poweshiek          2     2     2     2     2     2     4
Ringgold           0     0     0     0     0     0     0
Sac                0     0     0     0     0     0     0
Scott              5     5     5     6     7     7     7
Shelby             0     0     0     0     0     0     0
Sioux              0     0     0     0     0     0     0
Story              0     1     1     1     1     1     1
Tama               7     7     7     7     7     8     8
Taylor             0     0     0     0     0     0     0
Unassigned         0     0     0     0     0     0     0
Unassigned         0     0     0     0     0     0     0
Union              0     0     0     0     0     0     0
Van Buren          0     0     0     0     0     0     0
Wapello            0     0     0     0     0     0     0
Warren             0     0     0     0     0     0     0
Washington         6     6     7     7     7     7     7
Wayne              0     0     0     0     0     0     0
Webster            0     0     0     0     0     0     0
Winnebago          0     0     0     0     0     0     0
Winneshiek         0     0     0     0     0     0     0
Woodbury           1     1     1     1     1     2     2
Worth              0     0     0     0     0     0     0
Wright             0     0     0     0     0     0     0
totals           127   136   148   162   170   175   184

Kansas
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Allen             0     0     0     0     0     0     0
Anderson          0     0     0     0     0     0     0
Atchison          0     0     0     0     0     0     0
Barber            0     0     0     0     0     0     0
Barton            0     0     0     0     0     0     0
Bourbon           1     1     1     1     1     1     1
Brown             0     0     0     0     0     0     0
Butler            0     0     0     0     0     0     0
Chase             0     0     0     0     0     0     0
Chautauqua        0     0     0     0     0     0     0
Cherokee          0     0     0     0     0     0     0
Cheyenne          0     0     0     0     0     0     0
Clark             0     0     0     0     0     0     0
Clay              1     1     1     1     1     1     1
Cloud             0     0     0     0     0     0     0
Coffey            7     7     8     8     8     8     8
Comanche          0     0     0     0     0     0     0
Cowley            1     1     1     1     1     1     1
Crawford          1     1     1     1     1     1     1
Decatur           0     0     0     0     0     0     0
Dickinson         0     0     0     0     0     0     0
Doniphan          0     0     0     0     0     0     0
Douglas           0     0     0     0     0     0     0
Edwards           0     0     0     0     0     0     0
Elk               0     0     0     0     0     0     0
Ellis             0     0     0     0     0     0     0
Ellsworth         0     0     0     0     0     0     0
Finney            1     1     1     1     3     3     3
Ford              0     0     1     1     2     2     2
Franklin          0     0     0     0     0     0     0
Geary             0     0     0     0     0     0     0
Gove              0     0     0     0     0     0     0
Graham            0     0     0     0     0     0     0
Grant             0     0     0     0     0     0     0
Gray              0     0     0     0     0     0     0
Greeley           0     0     0     0     0     0     0
Greenwood         0     0     0     0     0     0     0
Hamilton          0     0     0     0     0     0     0
Harper            0     0     0     0     0     0     0
Harvey            0     0     0     0     0     0     0
Haskell           0     0     0     0     0     0     0
Hodgeman          0     0     0     0     0     0     0
Jackson           0     0     0     0     0     0     0
Jefferson         0     0     0     0     0     0     0
Jewell            0     0     0     0     0     0     0
Johnson          39    40    40    40    40    41    42
Kearny            0     0     0     0     0     0     0
Kingman           0     0     0     0     0     0     0
Kiowa             0     0     0     0     0     0     0
Labette           0     0     0     0     0     0     0
Lane              0     0     0     0     0     0     0
Leavenworth       4     4     4     4     5     5     5
Lincoln           0     0     0     0     0     0     0
Linn              0     0     0     0     0     0     0
Logan             0     0     0     0     0     0     0
Lyon              1     1     1     1     1     1     1
Marion            1     1     1     1     1     1     1
Marshall          0     0     0     0     0     0     0
McPherson         0     0     0     0     0     0     0
Meade             0     0     0     0     0     0     0
Miami             0     0     0     0     0     0     0
Mitchell          0     0     0     0     0     0     0
Montgomery        2     2     2     2     2     2     2
Morris            0     0     0     0     0     0     0
Morton            0     0     0     0     0     0     0
Nemaha            0     0     0     0     0     0     0
Neosho            0     0     0     0     0     0     0
Ness              0     0     0     0     0     0     0
Norton            0     0     0     0     0     0     0
Osage             0     0     0     0     0     0     0
Osborne           0     0     0     0     0     0     0
Ottawa            0     0     0     0     0     0     0
Pawnee            0     0     0     0     0     0     0
Phillips          0     0     0     0     0     0     0
Pottawatomie      0     0     0     0     0     0     0
Pratt             0     0     0     0     0     0     0
Rawlins           0     0     0     0     0     0     0
Reno              0     0     0     0     0     0     0
Republic          0     0     0     0     0     0     0
Rice              0     0     0     0     0     0     0
Riley             0     0     0     0     0     0     0
Rooks             0     0     0     0     0     0     0
Rush              0     0     0     0     0     0     0
Russell           0     0     0     0     0     0     0
Saline            2     2     2     2     2     2     2
Scott             0     0     0     0     0     0     0
Sedgwick          6     6     9     9    11    12    13
Seward            0     0     0     0     0     0     0
Shawnee           5     5     5     5     5     5     5
Sheridan          0     0     0     0     0     0     0
Sherman           0     0     0     0     0     0     0
Smith             0     0     0     0     0     0     0
Stafford          0     0     0     0     0     0     0
Stanton           0     0     0     0     0     0     0
Stevens           0     0     0     0     0     0     0
Sumner            1     1     1     1     1     1     1
Thomas            0     0     0     0     0     0     0
Trego             0     0     0     0     0     0     0
Unassigned        0     0     0     0     0     0     0
Wabaunsee         0     0     0     0     0     0     0
Wallace           0     0     0     0     0     0     0
Washington        0     0     0     0     0     0     0
Wichita           0     0     0     0     0     0     0
Wilson            0     0     0     0     0     0     0
Woodson           0     0     0     0     0     0     0
Wyandotte        53    53    55    55    55    55    55
totals          126   127   134   134   140   142   144

Kentucky
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adair             9    10    10    10    11    11    13
Allen             0     0     0     0     0     0     0
Anderson          1     1     1     1     1     1     1
Ballard           0     0     0     0     0     0     0
Barren            0     0     0     0     0     0     0
Bath              0     0     0     1     1     1     1
Bell              0     0     0     0     0     0     0
Boone             2     2     2     2     2     2     2
Bourbon           1     1     1     1     1     1     1
Boyd              3     3     3     3     3     3     3
Boyle             0     0     0     0     0     0     0
Bracken           0     0     0     0     0     0     0
Breathitt         0     0     0     0     0     0     0
Breckinridge      0     0     0     0     0     0     0
Bullitt           2     2     2     2     2     2     2
Butler            3     3     3     3     4     4     4
Caldwell          0     0     0     0     0     0     0
Calloway          1     1     1     1     1     1     1
Campbell          7     9     9     9     9     9     9
Carlisle          0     0     0     0     0     1     1
Carroll           0     0     0     0     0     0     0
Carter            0     0     0     0     0     0     0
Casey             0     0     0     0     0     0     0
Christian         3     3     3     3     3     3     3
Clark             0     0     0     0     0     0     0
Clay              0     0     0     0     0     0     0
Clinton           0     0     0     0     0     0     0
Crittenden        1     1     1     1     1     1     1
Cumberland        0     0     0     0     0     0     0
Daviess           3     3     3     4     4     4     4
Edmonson          0     0     0     0     0     0     0
Elliott           0     0     0     0     0     0     0
Estill            0     0     0     0     0     0     0
Fayette           9     9     9     9     9     9     9
Fleming           0     0     0     0     0     0     0
Floyd             0     0     0     0     0     0     0
Franklin          0     0     0     0     0     0     0
Fulton            0     0     0     0     0     0     0
Gallatin          0     0     0     0     0     0     0
Garrard           0     0     0     0     0     0     0
Grant             3     3     3     3     3     3     3
Graves           11    13    13    13    14    14    14
Grayson           1     1     3     5     5     5     5
Green             0     0     0     0     0     0     0
Greenup           0     0     0     0     0     0     0
Hancock           0     0     0     0     0     0     0
Hardin            0     0     0     0     0     0     0
Harlan            0     0     0     0     0     0     0
Harrison          0     0     0     0     0     0     0
Hart              0     0     0     0     0     0     0
Henderson         1     1     1     1     1     1     1
Henry             0     0     0     0     0     0     0
Hickman           0     0     0     0     0     0     0
Hopkins          21    21    22    22    22    22    22
Jackson           6     6     7     7     8     8     8
Jefferson        83    85    90    91    93    93    95
Jessamine         0     0     0     0     0     0     0
Johnson           0     0     0     0     0     0     0
Kenton           16    20    20    20    20    20    20
Knott             0     0     0     0     0     0     0
Knox              0     0     0     0     0     0     0
Larue             0     0     0     0     0     0     0
Laurel            2     2     2     2     2     2     2
Lawrence          0     0     0     0     0     0     0
Lee               0     0     0     0     0     0     0
Leslie            0     0     0     0     0     0     0
Letcher           0     0     0     0     0     0     0
Lewis             0     0     0     0     0     0     0
Lincoln           1     1     1     1     1     1     1
Livingston        0     0     0     0     0     0     0
Logan             0     0     0     0     0     0     1
Lyon              3     3     3     3     3     3     3
Madison           1     1     1     1     1     1     1
Magoffin          0     0     0     0     0     0     0
Marion            0     0     0     0     0     0     0
Marshall          0     0     0     0     0     1     1
Martin            0     0     0     0     0     0     0
Mason             0     0     0     0     0     0     0
McCracken         2     2     2     2     2     2     2
McCreary          0     0     0     0     0     0     0
McLean            1     1     1     1     1     1     1
Meade             1     1     1     1     1     1     1
Menifee           0     0     0     0     0     0     0
Mercer            0     0     0     0     0     0     0
Metcalfe          0     0     0     0     0     0     0
Monroe            0     0     0     0     0     0     0
Montgomery        0     0     0     0     0     0     0
Morgan            0     0     0     0     0     0     0
Muhlenberg        4     4     4     4     4     4     4
Nelson            0     0     0     0     0     0     0
Nicholas          0     0     0     0     0     0     0
Ohio              0     0     0     0     0     0     0
Oldham            0     0     0     0     0     0     0
Owen              0     0     0     0     0     0     0
Owsley            0     0     0     0     0     0     0
Pendleton         0     0     0     0     0     0     0
Perry             0     0     0     0     0     0     0
Pike              2     2     2     2     2     2     2
Powell            0     0     0     0     0     0     0
Pulaski           2     2     2     2     2     2     2
Robertson         0     0     0     0     0     0     0
Rockcastle        0     0     0     0     0     0     0
Rowan             0     0     0     0     0     0     0
Russell           2     3     3     3     3     3     3
Scott             0     0     0     0     0     0     0
Shelby            3     3     3     3     3     3     3
Simpson           2     2     2     2     2     2     2
Spencer           0     0     0     0     0     0     0
Taylor            0     0     0     0     0     0     0
Todd              0     0     0     0     0     0     0
Trigg             0     0     0     0     0     0     0
Trimble           0     0     0     0     0     0     0
Unassigned        0     0     0     1     1     0     0
Unassigned        0     0     0     0     0     0     0
Union             0     0     0     0     0     0     0
Warren            0     0     0     0     0     1     1
Washington        0     0     0     0     0     0     0
Wayne             0     0     0     0     0     0     0
Webster           0     0     0     0     0     0     0
Whitley           0     0     0     0     0     0     0
Wolfe             0     0     0     0     0     0     0
Woodford          0     0     0     0     0     0     0
totals          213   225   234   240   246   248   253

Louisiana
date                   4/28  4/29  4/30  5/01  5/02  5/03  5/04
Acadia                    9     9     9    10    10    10    10
Allen                     9     9     9     9     9     9     9
Ascension                35    36    38    40    40    40    40
Assumption                3     3     6     6     6     6     6
Avoyelles                 7     7     7     7     7     7     7
Beauregard                3     3     3     3     3     3     3
Bienville                13    13    13    13    13    13    13
Bossier                  13    14    15    17    17    17    17
Caddo                    93   100   106   107   113   113   114
Calcasieu                27    28    29    29    29    31    31
Caldwell                  0     0     0     0     0     0     0
Cameron                   0     0     0     0     0     0     0
Catahoula                 2     2     2     2     2     2     2
Claiborne                 6     7     7     7     7     7     7
Concordia                 3     4     4     4     4     4     4
De Soto                  11    11    11    11    11    12    12
East Baton Rouge        124   125   129   137   146   148   153
East Carroll              0     0     0     0     0     0     0
East Feliciana           11    12    12    14    14    15    16
Evangeline                0     0     0     1     1     1     1
Franklin                  2     3     3     3     3     3     3
Grant                     0     0     0     0     0     0     0
Iberia                   17    18    19    21    21    22    23
Iberville                26    27    29    30    30    32    32
Jackson                   0     1     1     2     2     3     3
Jefferson               331   340   340   346   368   369   371
Jefferson Davis           6     6     6     6     6     6     6
LaSalle                   0     0     0     0     0     0     0
LaSalle                   0     0     0     0     0     0     0
Lafayette                18    21    20    20    20    20    20
Lafourche                39    39    44    45    50    52    52
Lincoln                   4     5     7     8     8     9     9
Livingston               11    13    14    15    15    16    16
Madison                   0     0     0     0     0     0     0
Morehouse                 4     4     4     4     4     4     4
Natchitoches              2     3     4     4     4     4     4
Orleans                 406   410   416   434   437   439   441
Ouachita                 16    16    16    16    21    22    22
Plaquemines              17    17    17    17    17    17    17
Pointe Coupee            12    15    15    15    15    15    15
Rapides                   9    10    10    10    10    10    10
Red River                 5     5     5     5     5     5     5
Richland                  0     0     0     0     0     0     0
Sabine                    0     1     1     1     1     1     1
St. Bernard              15    18    19    20    20    20    20
St. Charles              36    37    37    38    38    39    40
St. Helena                1     1     1     1     1     1     1
St. James                18    19    19    19    19    19    20
St. John the Baptist     64    66    68    69    71    71    71
St. Landry               35    37    39    42    44    44    45
St. Martin               15    15    16    17    17    18    18
St. Mary                 20    20    20    20    23    23    23
St. Tammany             100   104   108   110   112   114   114
Tangipahoa               21    21    21    22    23    23    23
Tensas                    0     0     0     0     0     0     0
Terrebonne               26    31    31    32    33    33    33
Unassigned               43    43    43    43    43    43    43
Unassigned                0     0     0     0     0     0     0
Union                     6     6     6     6     6     7     7
Vermilion                 1     1     1     1     1     1     1
Vernon                    2     2     2     2     2     2     2
Washington               18    18    18    18    21    21    21
Webster                   4     4     4     4     4     4     4
West Baton Rouge         16    16    16    18    19    19    22
West Carroll              0     0     0     0     0     0     0
West Feliciana            3     3     3     2     2     2     3
Winn                      2     2     2     2     2     2     2
totals                 1740  1801  1845  1905  1970  1993  2012

Maine
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Androscoggin      2     2     2     2     2     2     2
Aroostook         0     0     0     0     0     0     0
Cumberland       24    24    25    26    27    27    28
Franklin          1     1     1     1     1     1     1
Hancock           0     0     0     0     0     0     0
Kennebec          6     6     6     6     6     6     6
Knox              0     0     0     0     0     0     0
Lincoln           0     0     0     0     0     0     0
Oxford            0     0     0     0     0     0     0
Penobscot         0     0     0     0     0     0     0
Piscataquis       0     0     0     0     0     0     0
Sagadahoc         0     0     0     0     0     0     0
Somerset          0     0     0     0     0     0     0
Unassigned        0     0     0     0     0     0     0
Unassigned        0     0     0     0     0     0     0
Waldo            11    11    11    11    12    13    13
Washington        0     0     0     0     0     0     0
York              7     7     7     7     7     7     7
totals           51    51    52    53    55    56    57

Maryland
date              4/28  4/29  4/30  5/01  5/02  5/03  5/04
Allegany             4     5     6     7     7     8    12
Anne Arundel        74    78    83    91    90    94    96
Baltimore           98   107   118   123   129   139   147
Baltimore City      88    90   101   112   115   126   129
Calvert              7     8     8     8     9    11    11
Caroline             0     0     0     0     0     0     0
Carroll             37    44    45    46    46    46    46
Cecil                5     6     8     8     8     8     9
Charles             37    39    42    44    46    47    50
Dorchester           2     2     2     2     2     2     2
Frederick           48    48    51    56    56    59    61
Garrett              0     0     0     0     0     0     0
Harford             11    13    13    13    15    16    16
Howard              17    18    19    19    19    20    20
Kent                 4     4     4     5     4     4     6
Montgomery         210   221   242   255   262   282   295
Prince George's    198   206   224   240   243   269   277
Queen Anne's         3     4     4     6     7     8     8
Somerset             0     0     0     0     0     0     0
St. Mary's           6     7     8     8     7     7     7
Talbot               1     1     1     1     1     1     1
Unassigned           0     0     0     0     0     0     0
Unassigned          87   106    87    83     0    85    69
Washington           3     3     3     4     4     6     6
Wicomico             5     5     7     7     7    10    10
Worcester            0     1     2     2     3     3     3
totals             945  1016  1078  1140  1080  1251  1281

Massachusetts
date                  4/28  4/29  4/30  5/01  5/02  5/03  5/04
Barnstable              39    39    40    43    45    46    47
Berkshire               31    31    34    35    36    36    36
Bristol                137   155   165   172   182   187   198
Brockton                 0     0     0     0     0     0     0
Dukes                    0     0     0     0     0     0     0
Dukes and Nantucket      1     1     1     1     1     1     1
Essex                  359   383   425   448   460   484   499
Franklin                33    33    35    37    37    37    37
Hampden                337   346   358   373   381   387   398
Hampshire               26    27    26    30    32    33    36
Middlesex              700   731   802   845   885   923   972
Nantucket                0     0     0     0     0     0     0
Norfolk                429   448   484   499   522   535   550
Plymouth               240   256   273   285   301   312   323
Suffolk                448   469   504   524   550   569   588
Unassigned               0     0     0     0     0     0     0
Unassigned               8     5     5     5     6     4     7
Worcester              215   229   253   265   278   292   312
totals                3003  3153  3405  3562  3716  3846  4004

Michigan
date             4/28  4/29  4/30  5/01  5/02  5/03  5/04
Alcona              0     0     0     1     1     1     1
Alger               0     0     0     0     0     0     0
Allegan             1     1     2     2     2     2     2
Alpena              2     4     4     5     6     6     6
Antrim              0     0     0     0     0     0     0
Arenac              1     1     1     1     1     1     1
Baraga              0     0     0     0     0     0     0
Barry               1     1     1     1     1     1     1
Bay                 3     4     4     4     6     6     6
Benzie              0     0     0     0     0     0     0
Berrien            14    15    15    15    15    18    18
Branch              2     2     2     2     2     2     2
Calhoun            11    11    11    13    15    15    15
Cass                2     2     2     2     2     2     2
Charlevoix          1     1     1     1     1     1     1
Cheboygan           1     1     1     1     1     1     1
Chippewa            0     0     0     0     0     0     0
Clare               1     1     1     1     1     1     1
Clinton             9     9     9     9     9    10    10
Crawford            3     4     4     4     4     4     4
Delta               2     2     2     2     2     2     2
Dickinson           2     2     2     2     2     2     2
Eaton               6     6     6     6     6     6     6
Emmet               2     2     2     2     2     2     2
Genesee           165   174   180   188   192   196   196
Gladwin             1     1     1     1     1     1     1
Gogebic             1     1     1     1     1     1     1
Grand Traverse      5     5     5     5     5     5     5
Gratiot             1     1     1     1     1     1     2
Hillsdale          16    16    17    17    17    18    18
Houghton            0     0     0     0     0     0     0
Huron               0     0     0     0     0     1     1
Ingham             10    10    10    11    12    13    13
Ionia               2     2     2     2     2     2     2
Iosco               4     4     4     4     7     7     7
Iron                0     0     0     0     0     0     0
Isabella            7     7     7     7     7     7     7
Jackson            18    18    19    22    22    24    24
Kalamazoo          12    12    12    13    18    18    18
Kalkaska            2     2     2     2     2     2     2
Kent               34    34    33    33    36    36    39
Keweenaw            0     0     0     0     0     0     0
Lake                0     0     0     0     0     0     0
Lapeer             24    24    25    24    25    26    26
Leelanau            0     0     0     0     0     0     0
Lenawee             1     1     1     2     2     2     2
Livingston         14    18    18    19    19    19    19
Luce                0     0     0     0     0     0     0
Mackinac            0     0     0     0     0     0     0
Macomb            527   572   597   603   614   625   628
Manistee            0     0     0     0     0     0     0
Marquette           7     8     8     8     8     8     8
Mason               0     0     0     0     0     0     0
Mecosta             1     1     1     1     1     1     1
Menominee           0     0     0     0     0     0     0
Midland             3     4     5     5     6     6     6
Missaukee           1     1     1     1     1     1     1
Monroe             12    12    12    12    12    12    12
Montcalm            1     1     1     1     1     1     1
Montmorency         0     0     0     0     0     0     0
Muskegon           13    15    16    17    17    17    17
Newaygo             0     0     0     0     0     0     0
Oakland           631   654   668   696   705   745   757
Oceana              1     1     1     1     1     1     1
Ogemaw              0     0     0     0     0     0     0
Ontonagon           0     0     0     0     0     0     0
Osceola             0     0     0     0     0     0     0
Oscoda              0     0     0     0     0     0     0
Otsego              8     8     8     8     8     8     8
Ottawa              9     9     9     9    11    12    16
Out of MI           1     1     0     1     0     0     0
Out of MI           0     0     0     0     0     0     0
Presque Isle        0     0     0     0     0     0     0
Roscommon           0     0     0     0     0     0     0
Saginaw            47    52    56    59    63    66    66
Sanilac             4     4     4     4     5     5     5
Schoolcraft         0     0     0     0     0     0     0
Shiawassee          8     8     8    10    12    12    12
St. Clair          18    21    21    21    21    21    21
St. Joseph          1     1     1     1     1     1     1
Tuscola            13    13    13    14    14    14    14
Unassigned          0     0     0     0     0     0     0
Unassigned          1     2     0     0     1     1     0
Van Buren           2     2     2     2     2     2     2
Washtenaw          55    56    59    61    66    70    71
Wayne            1622  1682  1727  1782  1802  1884  1893
Wexford             2     2     2     2     2     2     2
totals           3369  3529  3628  3745  3822  3977  4009

Minnesota
date                4/28  4/29  4/30  5/01  5/02  5/03  5/04
Aitkin                 0     0     0     0     0     0     0
Anoka                  5     8     8    10    11    14    17
Becker                 0     0     0     0     0     0     0
Beltrami               0     0     0     0     0     0     0
Benton                 0     0     0     0     1     1     1
Big Stone              0     0     0     0     0     0     0
Blue Earth             0     0     0     0     0     0     0
Brown                  1     1     1     1     1     1     1
Carlton                0     0     0     0     0     0     0
Carver                 0     0     0     0     0     0     0
Cass                   0     0     0     0     0     0     0
Chippewa               0     0     0     0     0     0     0
Chisago                1     1     1     1     1     1     1
Clay                   9    10    10    11    11    13    13
Clearwater             0     0     0     0     0     0     0
Cook                   0     0     0     0     0     0     0
Cottonwood             0     0     0     0     0     0     0
Crow Wing              0     1     1     1     1     1     1
Dakota                 7     9     9    10    11    11    11
Dodge                  0     0     0     0     0     0     0
Douglas                0     0     0     0     0     0     0
Faribault              0     0     0     0     0     0     0
Fillmore               1     1     1     1     1     1     1
Fillmore               0     0     0     0     0     0     0
Freeborn               0     0     0     0     0     0     0
Goodhue                0     0     0     0     0     0     0
Grant                  0     0     0     0     0     0     0
Hennepin             188   193   209   225   243   259   277
Houston                0     0     0     0     0     0     0
Hubbard                0     0     0     0     0     0     0
Isanti                 0     0     0     0     0     0     0
Itasca                 0     0     0     0     0     0     0
Jackson                0     0     0     0     0     0     0
Kanabec                0     0     0     0     0     0     0
Kandiyohi              0     1     1     1     1     1     1
Kittson                0     0     0     0     0     0     0
Koochiching            0     0     0     0     0     0     0
Lac qui Parle          0     0     0     0     0     0     0
Lac qui Parle          0     0     0     0     0     0     0
Lake                   0     0     0     0     0     0     0
Lake of the Woods      0     0     0     0     0     0     0
Le Sueur               0     0     0     0     0     0     0
LeSeur                 0     0     0     0     0     0     0
Lincoln                0     0     0     0     0     0     0
Lyon                   0     0     0     0     0     0     0
Mahnomen               0     0     0     0     0     0     0
Marshall               0     0     0     0     0     0     0
Martin                 4     4     4     4     4     4     4
McLeod                 0     0     0     0     0     0     0
Meeker                 0     0     0     0     0     0     0
Mille Lacs             1     1     1     1     1     1     1
Morrison               0     0     0     0     0     0     0
Mower                  0     0     0     0     0     0     0
Murray                 0     0     0     0     0     0     0
Nicollet               2     2     2     2     2     2     2
Nobles                 1     1     1     1     1     1     1
Norman                 0     0     0     0     0     0     0
Olmsted                6     6     6     6     8     8     8
Otter Tail             0     0     0     0     0     0     0
Pennington             0     0     0     0     0     0     0
Pine                   0     0     0     0     0     0     0
Pipestone              0     0     0     0     0     0     0
Polk                   0     0     0     0     0     0     0
Pope                   0     0     0     0     0     0     0
Ramsey                22    22    24    26    29    31    34
Red Lake               0     0     0     0     0     0     0
Redwood                0     0     0     0     0     0     0
Renville               0     0     0     0     0     0     0
Rice                   1     1     1     1     1     1     1
Rock                   0     0     0     0     0     0     0
Roseau                 0     0     0     0     0     0     0
Scott                  1     1     1     1     1     1     1
Sherburne              0     0     0     0     0     0     0
Sibley                 0     0     0     0     0     0     0
St. Louis             10    11    11    11    11    11    11
Stearns                0     0     0     0     0     0     0
Steele                 0     0     0     0     0     0     0
Stevens                0     0     0     0     0     0     0
Swift                  0     0     0     0     0     0     0
Todd                   0     0     0     0     0     0     0
Traverse               0     0     0     0     0     0     0
Unassigned             0     0     0     0     0     0     0
Unassigned             0     0     0     0     0     0     0
Wabasha                0     0     0     0     0     0     0
Wadena                 0     0     0     0     0     0     0
Waseca                 0     0     0     0     0     0     0
Washington             8     9     9    10    11    12    12
Watonwan               0     0     0     0     0     0     0
Wilkin                 3     3     3     3     3     3     3
Winona                14    14    14    15    15    15    15
Wright                 1     1     1     1     1     1     1
Yellow Medicine        0     0     0     0     0     0     0
totals               286   301   319   343   370   394   418

Mississippi
date              4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams                7     8     8     8     8     9     9
Alcorn               0     0     1     1     1     1     1
Amite                0     0     0     0     0     0     0
Attala               0     0     0     0     0     1     2
Benton               0     0     0     0     0     0     0
Bolivar              7     7     7     7     7     7     7
Calhoun              3     3     3     3     3     3     4
Carroll              1     1     1     1     1     1     2
Chickasaw            5     6     7     7     8     8     8
Choctaw              1     1     1     1     1     1     1
Claiborne            0     0     0     0     0     0     0
